2025-12-11 09:06:44 | 188.119.36.168 | Türkiye | Desktop | human | Real human | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 09:53:56 | 48.192.92.17 | United States | Desktop | human | Real human | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0
2025-12-11 09:54:18 | 45.41.145.89 | United States | Desktop | human | Real human | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36
2025-12-11 09:55:53 | 188.119.36.168 | Türkiye | Desktop | human | Real human | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 10:01:46 | 49.12.147.139 | Germany | Desktop | human | Real human | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36
2025-12-11 10:02:02 | 34.79.159.68 | Belgium | Desktop | human | Real human | python-requests/2.32.5
2025-12-11 10:02:34 | 188.119.36.168 | Türkiye | Desktop | human | Real human | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 10:02:38 | 188.119.36.168 | Türkiye | Desktop | human | Real human | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 10:03:53 | 2.56.72.60 | Canada | Mobile | human | Real human | Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/138.0.7204.156 Mobile/15E148 Safari/604.1
2025-12-11 10:04:52 | 2.56.72.91 | Canada | Mobile | human | Real human | Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/138.0.7204.156 Mobile/15E148 Safari/604.1
2025-12-11 10:05:18 | 188.119.36.168 | Türkiye | Desktop | human | Real human | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 10:10:28 | 34.72.176.129 | United States | Desktop | human | Real human | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36
2025-12-11 10:21:10 | 49.7.227.204 | China | Mobile | human | Real human | Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1
2025-12-11 10:26:28 | 205.169.39.53 | United States | Desktop | human | Real human | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.5938.132 Safari/537.36
2025-12-11 10:27:33 | 34.168.15.2 | United States | Mobile | human | Real human | Mozilla/5.0 (Linux; Android 12; Pixel 6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36
2025-12-11 10:35:15 | 34.122.147.229 | United States | Desktop | human | Real human | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36
2025-12-11 10:36:03 | 139.59.145.68 | Germany | Desktop | human | Real human | Mozilla/5.0 (Windows NT 5.1; rv:33.0) Gecko/20100101 Firefox/33.0
2025-12-11 10:36:24 | 205.169.39.175 | United States | Desktop | human | Real human | Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36
2025-12-11 10:36:32 | 205.169.39.175 | United States | Desktop | human | Real human | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36
2025-12-11 10:41:40 | 46.246.8.130 | Sweden | Desktop | human | Real human | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.89 Safari/537.36
2025-12-11 10:42:23 | 103.196.9.211 | United States | Desktop | human | Real human | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36
2025-12-11 10:42:28 | 104.164.173.152 | United States | Desktop | human | Real human | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36
2025-12-11 10:42:29 | 103.196.9.211 | United States | Desktop | human | Real human | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36
2025-12-11 10:45:59 | 34.127.97.156 | United States | Mobile | human | Real human | Mozilla/5.0 (Linux; Android 12; Pixel 6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36
2025-12-11 10:51:42 | 176.65.132.67 | The Netherlands | Desktop | human | Real human | 
2025-12-11 10:55:43 | 188.119.36.168 | Türkiye | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 10:55:57 | 188.119.36.168 | Türkiye | Desktop | bot | Bilinen bot olarak tespit edildi | Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
2025-12-11 10:55:58 | 188.119.36.168 | Türkiye | Desktop | bot | Bilinen bot olarak tespit edildi | Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
2025-12-11 10:55:59 | 188.119.36.168 | Türkiye | Desktop | bot | Bilinen bot olarak tespit edildi | Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)
2025-12-11 10:55:59 | 188.119.36.168 | Türkiye | Desktop | bot | Bilinen bot olarak tespit edildi | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/123.0.0.0 Safari/537.36
2025-12-11 10:56:00 | 188.119.36.168 | Türkiye | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36
2025-12-11 10:56:00 | 188.119.36.168 | Türkiye | Mobile | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1
2025-12-11 10:56:01 | 188.119.36.168 | Türkiye | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0
2025-12-11 10:56:01 | 188.119.36.168 | Türkiye | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0
2025-12-11 10:59:37 | 185.16.39.52 | Poland | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:143.0) Gecko/20100101 Firefox/143.0
2025-12-11 10:59:38 | 188.119.36.168 | Türkiye | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 11:00:58 | 89.117.114.232 | Mexico | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36
2025-12-11 11:08:23 | 205.169.39.21 | United States | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.5938.132 Safari/537.36
2025-12-11 11:21:53 | 149.19.226.167 | United States | Mobile | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/138.0.7204.156 Mobile/15E148 Safari/604.1
2025-12-11 11:22:24 | 217.119.139.38 | Russia | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36
2025-12-11 11:22:57 | 3.132.23.201 | United States | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | cypex.ai/scanning Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/126.0.0.0 Safari/537.36
2025-12-11 11:26:09 | 3.132.23.201 | United States | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | cypex.ai/scanning Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/126.0.0.0 Safari/537.36
2025-12-11 11:45:12 | 43.157.82.252 | Germany | Mobile | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1
2025-12-11 11:47:14 | 92.255.87.45 | United States | Mobile | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/138.0.7204.156 Mobile/15E148 Safari/604.1
2025-12-11 11:50:53 | 217.182.64.155 | France | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0
2025-12-11 11:55:35 | 45.156.128.130 | The Netherlands | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36
2025-12-11 12:06:13 | 152.53.195.17 | United States | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0
2025-12-11 12:14:18 | 64.62.156.24 | United States | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/109.0
2025-12-11 12:23:39 | 64.62.156.35 | United States | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/109.0
2025-12-11 12:32:39 | 185.180.140.105 | United States | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36
2025-12-11 13:11:45 | 51.89.23.223 | Germany | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0
2025-12-11 13:13:34 | 34.76.44.148 | Belgium | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | python-requests/2.32.5
2025-12-11 13:25:54 | 185.242.226.124 | The Netherlands | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36
2025-12-11 13:48:57 | 142.44.161.179 | Canada | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0
2025-12-11 13:55:09 | 115.231.78.11 | China | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.2623.112 Safari/537.36
2025-12-11 13:55:10 | 115.231.78.11 | China | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36 QIHU 360SE
2025-12-11 14:31:37 | 185.16.39.52 | Poland | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 14:39:32 | 54.89.137.202 | United States | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | okhttp/5.3.0
2025-12-11 14:40:16 | 44.211.202.189 | United States | Desktop | bot | Bilinen bot olarak tespit edildi | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/138.0.7204.23 Safari/537.36
2025-12-11 14:46:20 | 185.227.151.64 | Switzerland | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.7444.59 Safari/537.36
2025-12-11 14:46:20 | 213.190.15.215 | Turkey | Mobile | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Linux; Android 15; SM-S931B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.7444.48 Mobile Safari/537.36
2025-12-11 14:46:22 | 185.227.151.32 | Switzerland | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36
2025-12-11 14:46:22 | 212.135.12.90 | Türkiye | Mobile | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Linux; Android 15; SM-S931B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36
2025-12-11 14:46:33 | 162.142.125.34 | United States | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)
2025-12-11 14:48:10 | 185.16.39.52 | Poland | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | 
2025-12-11 14:50:22 | 155.2.192.235 | United States | Mobile | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30
2025-12-11 14:50:23 | 155.2.192.235 | United States | Mobile | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30
2025-12-11 15:03:03 | 119.28.89.249 | Hong Kong | Mobile | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1
2025-12-11 15:28:41 | 194.187.176.126 | Germany | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0
2025-12-11 15:29:07 | 72.153.230.168 | United States | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36
2025-12-11 15:31:18 | 93.174.93.12 | The Netherlands | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36
2025-12-11 15:31:36 | 176.65.132.67 | The Netherlands | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | 
2025-12-11 15:39:21 | 45.86.211.65 | United States | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36
2025-12-11 15:40:32 | 198.232.1.48 | United States | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36
2025-12-11 15:41:15 | 20.65.193.190 | United States | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 zgrab/0.x
2025-12-11 15:56:29 | 185.16.39.52 | Poland | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | python-requests/2.31.0
2025-12-11 15:57:15 | 45.82.78.105 | Singapore | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0
2025-12-11 16:02:53 | 185.247.137.85 | United Kingdom | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (compatible; InternetMeasurement/1.0; +https://internet-measurement.com/)
2025-12-11 16:12:15 | 5.187.35.158 | The Netherlands | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46
2025-12-11 16:27:24 | 117.33.163.216 | China | Mobile | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1
2025-12-11 16:30:11 | 212.93.145.223 | Romania | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0
2025-12-11 16:46:58 | 5.187.35.158 | The Netherlands | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46
2025-12-11 16:52:12 | 2a03:1b20:5:f011:7::e006 | Sweden | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows; U; Windows NT 5.1; en-GB; rv:1.8.1.6) Gecko/20070725 Firefox/2.0.0.6
2025-12-11 17:01:27 | 152.53.195.17 | United States | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0
2025-12-11 17:19:41 | 95.215.0.144 | Russia | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | fasthttp
2025-12-11 17:49:21 | 195.178.110.201 | Andorra | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Python/3.12 aiohttp/3.13.2
2025-12-11 17:59:24 | 79.124.40.174 | Bulgaria | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36
2025-12-11 18:03:15 | 49.51.50.147 | United States | Mobile | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1
2025-12-11 18:08:25 | 217.119.139.38 | Russia | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36
2025-12-11 18:21:53 | 89.42.231.241 | The Netherlands | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46
2025-12-11 18:38:02 | 89.42.231.241 | The Netherlands | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46
2025-12-11 18:57:42 | 2001:1600:18:100::24c | Switzerland | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0
2025-12-11 18:57:44 | 2001:1600:18:100::24c | Switzerland | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0
2025-12-11 19:03:40 | 45.131.219.105 | United Kingdom | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36
2025-12-11 19:04:32 | 43.153.19.83 | United States | Mobile | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1
2025-12-11 19:18:19 | 20.65.192.66 | United States | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 zgrab/0.x
2025-12-11 19:45:45 | 51.254.204.161 | France | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0
2025-12-11 19:49:28 | 34.71.230.188 | United States | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (compatible; CMS-Checker/1.0; +https://example.com)
2025-12-11 19:52:58 | 159.138.9.92 | Hong Kong | Mobile | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (iPhone; CPU iPhone OS 10_3 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) CriOS/56.0.2924.75 Mobile/14E5239e Safari/602.1
2025-12-11 20:03:29 | 195.178.110.54 | Andorra | Mobile | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (iPhone; CPU iPhone OS 12_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/71.0.3578.89 Mobile/15E148 Safari/605.1
2025-12-11 20:07:11 | 66.132.153.124 | United States | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)
2025-12-11 20:16:15 | 188.119.36.168 | Türkiye | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 20:35:23 | 89.42.231.241 | The Netherlands | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46
2025-12-11 20:38:07 | 84.37.227.4 | United States | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36
2025-12-11 20:47:11 | 185.227.151.64 | Switzerland | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.7444.59 Safari/537.36
2025-12-11 20:47:11 | 213.190.15.48 | Turkey | Mobile | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Linux; Android 15; SM-S931B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.7444.48 Mobile Safari/537.36
2025-12-11 20:47:13 | 185.227.151.61 | Switzerland | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36
2025-12-11 20:47:13 | 212.135.12.240 | Türkiye | Mobile | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Linux; Android 15; SM-S931B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36
2025-12-11 20:50:06 | 51.254.204.161 | France | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0
2025-12-11 21:15:15 | 78.153.140.203 | United Kingdom | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MAFSJS; rv:11.0) like Gecko
2025-12-11 21:18:56 | 188.119.36.168 | Türkiye | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 21:24:40 | 142.44.161.179 | Canada | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0
2025-12-11 21:27:20 | 43.130.91.95 | United States | Mobile | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1
2025-12-11 21:29:20 | 176.65.132.67 | The Netherlands | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | 
2025-12-11 21:30:41 | 188.119.36.168 | Türkiye | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 21:30:57 | 188.119.36.168 | Türkiye | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 21:31:20 | 188.119.36.168 | Türkiye | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 21:38:31 | 198.235.24.212 | United States | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Hello from Palo Alto Networks, find out more about our scans in https://docs-cortex.paloaltonetworks.com/r/1/Cortex-Xpanse/Scanning-activity
2025-12-11 21:38:43 | 188.119.36.168 | Türkiye | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 21:38:52 | 188.119.36.168 | Türkiye | Desktop | bot | Cloudflare Turnstile çözülemedi | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 21:39:03 | 188.119.36.168 | Türkiye | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
